avo,weekNum,subNum,gradeNum,cond,stimuli,selection,experiment
4651,3,amoha89,5,3,Layers of the Earth,earth̢s,BurnettCreek_Fa16
4652,3,amoha89,5,3,Layers of the Earth,floor,BurnettCreek_Fa16
4653,3,amoha89,5,3,Layers of the Earth,is,BurnettCreek_Fa16
4654,3,amoha89,5,3,Layers of the Earth,ocean,BurnettCreek_Fa16
4655,3,amoha89,5,3,Layers of the Earth,outer,BurnettCreek_Fa16
4656,3,cpelu72,5,1,Layers of the Earth,and,BurnettCreek_Fa16
4657,3,cpelu72,5,1,Layers of the Earth,coolest,BurnettCreek_Fa16
4658,3,cpelu72,5,1,Layers of the Earth,crust,BurnettCreek_Fa16
4659,3,cpelu72,5,1,Layers of the Earth,is,BurnettCreek_Fa16
4660,3,cpelu72,5,1,Layers of the Earth,layer,BurnettCreek_Fa16
4661,3,cpelu72,5,1,Layers of the Earth,liquid,BurnettCreek_Fa16
4662,3,cpelu72,5,1,Layers of the Earth,mantle,BurnettCreek_Fa16
4663,3,cpelu72,5,1,Layers of the Earth,means,BurnettCreek_Fa16
4664,3,cpelu72,5,1,Layers of the Earth,part,BurnettCreek_Fa16
4665,3,cpelu72,5,1,Layers of the Earth,semimolten,BurnettCreek_Fa16
4666,3,cpelu72,5,1,Layers of the Earth,that,BurnettCreek_Fa16
4667,3,cpelu72,5,1,Layers of the Earth,thinnest,BurnettCreek_Fa16
4668,3,mlars58,5,1,Layers of the Earth,,BurnettCreek_Fa16
4669,3,mlars58,5,1,Layers of the Earth,continents,BurnettCreek_Fa16
4670,3,mlars58,5,1,Layers of the Earth,core,BurnettCreek_Fa16
4671,3,mlars58,5,1,Layers of the Earth,crust,BurnettCreek_Fa16
4672,3,mlars58,5,1,Layers of the Earth,deepest,BurnettCreek_Fa16
4673,3,mlars58,5,1,Layers of the Earth,hottest,BurnettCreek_Fa16
4674,3,mlars58,5,1,Layers of the Earth,mantle,BurnettCreek_Fa16
4675,3,mlars58,5,1,Layers of the Earth,portion,BurnettCreek_Fa16
4676,3,mlars58,5,1,Layers of the Earth,semimolten,BurnettCreek_Fa16
4677,3,jpepp63,5,3,Layers of the Earth,fahrenheit,BurnettCreek_Fa16
4678,3,jpepp63,5,3,Layers of the Earth,layer,BurnettCreek_Fa16
4679,3,jpepp63,5,3,Layers of the Earth,liquid,BurnettCreek_Fa16
4680,3,jpepp63,5,3,Layers of the Earth,semimolten,BurnettCreek_Fa16
4681,3,jpepp63,5,3,Layers of the Earth,solid,BurnettCreek_Fa16
4682,3,jpepp63,5,3,Layers of the Earth,surface,BurnettCreek_Fa16
4683,3,jpepp63,5,3,Layers of the Earth,thickest,BurnettCreek_Fa16
4684,3,jpepp63,5,3,Layers of the Earth,thinnest,BurnettCreek_Fa16
4685,3,ykata64,5,1,Layers of the Earth,able,BurnettCreek_Fa16
4686,3,ykata64,5,1,Layers of the Earth,below,BurnettCreek_Fa16
4687,3,ykata64,5,1,Layers of the Earth,called,BurnettCreek_Fa16
4688,3,ykata64,5,1,Layers of the Earth,coolest,BurnettCreek_Fa16
4689,3,ykata64,5,1,Layers of the Earth,earth,BurnettCreek_Fa16
4690,3,ykata64,5,1,Layers of the Earth,liquid,BurnettCreek_Fa16
4691,3,ykata64,5,1,Layers of the Earth,made,BurnettCreek_Fa16
4692,3,ykata64,5,1,Layers of the Earth,makes,BurnettCreek_Fa16
4693,3,ykata64,5,1,Layers of the Earth,means,BurnettCreek_Fa16
4694,3,ykata64,5,1,Layers of the Earth,part,BurnettCreek_Fa16
4695,3,ykata64,5,1,Layers of the Earth,parts,BurnettCreek_Fa16
4696,3,ykata64,5,1,Layers of the Earth,soft,BurnettCreek_Fa16
4697,3,ykata64,5,1,Layers of the Earth,surface,BurnettCreek_Fa16
4698,3,ykata64,5,1,Layers of the Earth,thinnest,BurnettCreek_Fa16
4699,3,ykata64,5,1,Layers of the Earth,this,BurnettCreek_Fa16
4700,3,ykata64,5,1,Layers of the Earth,two,BurnettCreek_Fa16
4701,3,ykata64,5,1,Layers of the Earth,up,BurnettCreek_Fa16
4702,3,ahern50,5,1,Layers of the Earth,,BurnettCreek_Fa16
4703,3,ahern50,5,1,Layers of the Earth,below,BurnettCreek_Fa16
4704,3,ahern50,5,1,Layers of the Earth,called,BurnettCreek_Fa16
4705,3,ahern50,5,1,Layers of the Earth,center,BurnettCreek_Fa16
4706,3,ahern50,5,1,Layers of the Earth,coolest,BurnettCreek_Fa16
4707,3,ahern50,5,1,Layers of the Earth,deepest,BurnettCreek_Fa16
4708,3,ahern50,5,1,Layers of the Earth,degrees,BurnettCreek_Fa16
4709,3,ahern50,5,1,Layers of the Earth,fahrenheit,BurnettCreek_Fa16
4710,3,ahern50,5,1,Layers of the Earth,hottest,BurnettCreek_Fa16
4711,3,ahern50,5,1,Layers of the Earth,made,BurnettCreek_Fa16
4712,3,ahern50,5,1,Layers of the Earth,makes,BurnettCreek_Fa16
4713,3,ahern50,5,1,Layers of the Earth,means,BurnettCreek_Fa16
4714,3,ahern50,5,1,Layers of the Earth,nickel,BurnettCreek_Fa16
4715,3,ahern50,5,1,Layers of the Earth,part,BurnettCreek_Fa16
4716,3,ahern50,5,1,Layers of the Earth,parts,BurnettCreek_Fa16
4717,3,ahern50,5,1,Layers of the Earth,soft,BurnettCreek_Fa16
4718,3,ahern50,5,1,Layers of the Earth,surface,BurnettCreek_Fa16
4719,3,ahern50,5,1,Layers of the Earth,thinnest,BurnettCreek_Fa16
4720,3,ahern50,5,1,Layers of the Earth,this,BurnettCreek_Fa16
4721,3,ahern50,5,1,Layers of the Earth,two,BurnettCreek_Fa16
4722,3,ahern50,5,1,Layers of the Earth,up,BurnettCreek_Fa16
4723,3,tlemm95,5,1,Layers of the Earth,core,BurnettCreek_Fa16
4724,3,tlemm95,5,1,Layers of the Earth,crust,BurnettCreek_Fa16
4725,3,tlemm95,5,1,Layers of the Earth,mantle,BurnettCreek_Fa16
4726,3,tlemm95,5,1,Layers of the Earth,semimolten,BurnettCreek_Fa16
4727,3,mpett84,5,3,Layers of the Earth,,BurnettCreek_Fa16
4728,3,mpett84,5,3,Layers of the Earth,below,BurnettCreek_Fa16
4729,3,mpett84,5,3,Layers of the Earth,center,BurnettCreek_Fa16
4730,3,mpett84,5,3,Layers of the Earth,coolest,BurnettCreek_Fa16
4731,3,mpett84,5,3,Layers of the Earth,core,BurnettCreek_Fa16
4732,3,mpett84,5,3,Layers of the Earth,deepest,BurnettCreek_Fa16
4733,3,mpett84,5,3,Layers of the Earth,degrees,BurnettCreek_Fa16
4734,3,mpett84,5,3,Layers of the Earth,flow,BurnettCreek_Fa16
4735,3,mpett84,5,3,Layers of the Earth,hottest,BurnettCreek_Fa16
4736,3,mpett84,5,3,Layers of the Earth,inner,BurnettCreek_Fa16
4737,3,mpett84,5,3,Layers of the Earth,made,BurnettCreek_Fa16
4738,3,mpett84,5,3,Layers of the Earth,mantle,BurnettCreek_Fa16
4739,3,mpett84,5,3,Layers of the Earth,melted,BurnettCreek_Fa16
4740,3,mpett84,5,3,Layers of the Earth,part,BurnettCreek_Fa16
4741,3,mpett84,5,3,Layers of the Earth,semimolten,BurnettCreek_Fa16
4742,3,mpett84,5,3,Layers of the Earth,slowly,BurnettCreek_Fa16
4743,3,mpett84,5,3,Layers of the Earth,soft,BurnettCreek_Fa16
4744,3,mpett84,5,3,Layers of the Earth,thickest,BurnettCreek_Fa16
4745,3,mpett84,5,3,Layers of the Earth,thinnest,BurnettCreek_Fa16
4746,3,jragl91,5,3,Layers of the Earth,,BurnettCreek_Fa16
4747,3,jragl91,5,3,Layers of the Earth,coolest,BurnettCreek_Fa16
4748,3,jragl91,5,3,Layers of the Earth,core,BurnettCreek_Fa16
4749,3,jragl91,5,3,Layers of the Earth,crust,BurnettCreek_Fa16
4750,3,jragl91,5,3,Layers of the Earth,deepest,BurnettCreek_Fa16
4751,3,jragl91,5,3,Layers of the Earth,degrees,BurnettCreek_Fa16
4752,3,jragl91,5,3,Layers of the Earth,different,BurnettCreek_Fa16
4753,3,jragl91,5,3,Layers of the Earth,fahrenheit,BurnettCreek_Fa16
4754,3,jragl91,5,3,Layers of the Earth,hottest,BurnettCreek_Fa16
4755,3,jragl91,5,3,Layers of the Earth,inner,BurnettCreek_Fa16
4756,3,jragl91,5,3,Layers of the Earth,lower,BurnettCreek_Fa16
4757,3,jragl91,5,3,Layers of the Earth,mantle,BurnettCreek_Fa16
4758,3,jragl91,5,3,Layers of the Earth,melted,BurnettCreek_Fa16
4759,3,jragl91,5,3,Layers of the Earth,nickel,BurnettCreek_Fa16
4760,3,jragl91,5,3,Layers of the Earth,outer,BurnettCreek_Fa16
4761,3,jragl91,5,3,Layers of the Earth,portion,BurnettCreek_Fa16
4762,3,jragl91,5,3,Layers of the Earth,semimolten,BurnettCreek_Fa16
4763,3,jragl91,5,3,Layers of the Earth,soft,BurnettCreek_Fa16
4764,3,jragl91,5,3,Layers of the Earth,thickest,BurnettCreek_Fa16
4765,3,jragl91,5,3,Layers of the Earth,thinnest,BurnettCreek_Fa16
4766,3,jragl91,5,3,Layers of the Earth,upper,BurnettCreek_Fa16
4767,3,mgonz34,5,3,Layers of the Earth,continents,BurnettCreek_Fa16
4768,3,mgonz34,5,3,Layers of the Earth,core,BurnettCreek_Fa16
4769,3,mgonz34,5,3,Layers of the Earth,crust,BurnettCreek_Fa16
4770,3,mgonz34,5,3,Layers of the Earth,fahrenheit,BurnettCreek_Fa16
4771,3,mgonz34,5,3,Layers of the Earth,inner,BurnettCreek_Fa16
4772,3,mgonz34,5,3,Layers of the Earth,lower,BurnettCreek_Fa16
4773,3,mgonz34,5,3,Layers of the Earth,mantle,BurnettCreek_Fa16
4774,3,mgonz34,5,3,Layers of the Earth,semimolten,BurnettCreek_Fa16
4775,3,mgonz34,5,3,Layers of the Earth,surface,BurnettCreek_Fa16
4776,3,mgonz34,5,3,Layers of the Earth,thinnest,BurnettCreek_Fa16
4777,3,mgonz34,5,3,Layers of the Earth,upper,BurnettCreek_Fa16
4778,3,emhid86,5,2,Layers of the Earth,,BurnettCreek_Fa16
4779,3,emhid86,5,2,Layers of the Earth,coolest,BurnettCreek_Fa16
4780,3,emhid86,5,2,Layers of the Earth,crust,BurnettCreek_Fa16
4781,3,emhid86,5,2,Layers of the Earth,fahrenheit,BurnettCreek_Fa16
4782,3,emhid86,5,2,Layers of the Earth,layer,BurnettCreek_Fa16
4783,3,emhid86,5,2,Layers of the Earth,lower,BurnettCreek_Fa16
4784,3,emhid86,5,2,Layers of the Earth,mantle,BurnettCreek_Fa16
4785,3,emhid86,5,2,Layers of the Earth,nickel,BurnettCreek_Fa16
4786,3,emhid86,5,2,Layers of the Earth,rock,BurnettCreek_Fa16
4787,3,emhid86,5,2,Layers of the Earth,semimolten,BurnettCreek_Fa16
4788,3,emhid86,5,2,Layers of the Earth,thinnest,BurnettCreek_Fa16
4789,3,lquin60,5,2,Layers of the Earth,crust,BurnettCreek_Fa16
4790,3,lquin60,5,2,Layers of the Earth,earth̢s,BurnettCreek_Fa16
4791,3,lquin60,5,2,Layers of the Earth,layer,BurnettCreek_Fa16
4792,3,lquin60,5,2,Layers of the Earth,outer,BurnettCreek_Fa16
4793,3,lquin60,5,2,Layers of the Earth,semimolten,BurnettCreek_Fa16
4794,3,ssait55,5,2,Layers of the Earth,core,BurnettCreek_Fa16
4795,3,ssait55,5,2,Layers of the Earth,crust,BurnettCreek_Fa16
4796,3,ssait55,5,2,Layers of the Earth,mantle,BurnettCreek_Fa16
4797,3,jphil51,5,4,Layers of the Earth,,BurnettCreek_Fa16
4798,3,jphil51,5,4,Layers of the Earth,and,BurnettCreek_Fa16
4799,3,jphil51,5,4,Layers of the Earth,crust,BurnettCreek_Fa16
4800,3,jphil51,5,4,Layers of the Earth,degrees,BurnettCreek_Fa16
4801,3,jphil51,5,4,Layers of the Earth,fahrenheit,BurnettCreek_Fa16
4802,3,jphil51,5,4,Layers of the Earth,mantle,BurnettCreek_Fa16
4803,3,jphil51,5,4,Layers of the Earth,melted,BurnettCreek_Fa16
4804,3,asten91,5,1,Layers of the Earth,,BurnettCreek_Fa16
4805,3,asten91,5,1,Layers of the Earth,able,BurnettCreek_Fa16
4806,3,asten91,5,1,Layers of the Earth,below,BurnettCreek_Fa16
4807,3,asten91,5,1,Layers of the Earth,center,BurnettCreek_Fa16
4808,3,asten91,5,1,Layers of the Earth,continents,BurnettCreek_Fa16
4809,3,asten91,5,1,Layers of the Earth,coolest,BurnettCreek_Fa16
4810,3,asten91,5,1,Layers of the Earth,deepest,BurnettCreek_Fa16
4811,3,asten91,5,1,Layers of the Earth,degrees,BurnettCreek_Fa16
4812,3,asten91,5,1,Layers of the Earth,earth̢s,BurnettCreek_Fa16
4813,3,asten91,5,1,Layers of the Earth,fahrenheit,BurnettCreek_Fa16
4814,3,asten91,5,1,Layers of the Earth,flow,BurnettCreek_Fa16
4815,3,asten91,5,1,Layers of the Earth,hot,BurnettCreek_Fa16
4816,3,asten91,5,1,Layers of the Earth,hottest,BurnettCreek_Fa16
4817,3,asten91,5,1,Layers of the Earth,melted,BurnettCreek_Fa16
4818,3,asten91,5,1,Layers of the Earth,ocean,BurnettCreek_Fa16
4819,3,asten91,5,1,Layers of the Earth,part,BurnettCreek_Fa16
4820,3,asten91,5,1,Layers of the Earth,semimolten,BurnettCreek_Fa16
4821,3,asten91,5,1,Layers of the Earth,slowly,BurnettCreek_Fa16
4822,3,asten91,5,1,Layers of the Earth,soft,BurnettCreek_Fa16
4823,3,asten91,5,1,Layers of the Earth,surface,BurnettCreek_Fa16
4824,3,asten91,5,1,Layers of the Earth,thickest,BurnettCreek_Fa16
4825,3,asten91,5,1,Layers of the Earth,thinnest,BurnettCreek_Fa16
4826,3,aturc63,5,2,Layers of the Earth,,BurnettCreek_Fa16
4827,3,aturc63,5,2,Layers of the Earth,coolest,BurnettCreek_Fa16
4828,3,aturc63,5,2,Layers of the Earth,core,BurnettCreek_Fa16
4829,3,aturc63,5,2,Layers of the Earth,crust,BurnettCreek_Fa16
4830,3,aturc63,5,2,Layers of the Earth,degrees,BurnettCreek_Fa16
4831,3,aturc63,5,2,Layers of the Earth,earth,BurnettCreek_Fa16
4832,3,aturc63,5,2,Layers of the Earth,fahrenheit,BurnettCreek_Fa16
4833,3,aturc63,5,2,Layers of the Earth,mantle,BurnettCreek_Fa16
4834,3,aturc63,5,2,Layers of the Earth,nickel,BurnettCreek_Fa16
4835,3,aturc63,5,2,Layers of the Earth,surface,BurnettCreek_Fa16
4836,3,aturc63,5,2,Layers of the Earth,thinnest,BurnettCreek_Fa16
4837,3,audaw78,5,2,Layers of the Earth,center,BurnettCreek_Fa16
4838,3,audaw78,5,2,Layers of the Earth,core,BurnettCreek_Fa16
4839,3,audaw78,5,2,Layers of the Earth,crust,BurnettCreek_Fa16
4840,3,audaw78,5,2,Layers of the Earth,earth,BurnettCreek_Fa16
4841,3,audaw78,5,2,Layers of the Earth,mantle,BurnettCreek_Fa16
4842,3,audaw78,5,2,Layers of the Earth,semimolten,BurnettCreek_Fa16
4843,3,aelle80,5,4,Layers of the Earth,core,BurnettCreek_Fa16
4844,3,aelle80,5,4,Layers of the Earth,crust,BurnettCreek_Fa16
4845,3,aelle80,5,4,Layers of the Earth,mantle,BurnettCreek_Fa16
4846,3,aelle80,5,4,Layers of the Earth,portion,BurnettCreek_Fa16
4847,3,aelle80,5,4,Layers of the Earth,semimolten,BurnettCreek_Fa16
4848,3,efish94,5,1,Layers of the Earth,coolest,BurnettCreek_Fa16
4849,3,efish94,5,1,Layers of the Earth,core,BurnettCreek_Fa16
4850,3,efish94,5,1,Layers of the Earth,crust,BurnettCreek_Fa16
4851,3,efish94,5,1,Layers of the Earth,mantle,BurnettCreek_Fa16
4852,3,efish94,5,1,Layers of the Earth,semimolten,BurnettCreek_Fa16
4853,3,efish94,5,1,Layers of the Earth,solid,BurnettCreek_Fa16
4854,3,efish94,5,1,Layers of the Earth,thinnest,BurnettCreek_Fa16
4855,3,ogold76,5,2,Layers of the Earth,,BurnettCreek_Fa16
4856,3,ogold76,5,2,Layers of the Earth,coolest,BurnettCreek_Fa16
4857,3,ogold76,5,2,Layers of the Earth,core,BurnettCreek_Fa16
4858,3,ogold76,5,2,Layers of the Earth,crust,BurnettCreek_Fa16
4859,3,ogold76,5,2,Layers of the Earth,deepest,BurnettCreek_Fa16
4860,3,ogold76,5,2,Layers of the Earth,degrees,BurnettCreek_Fa16
4861,3,ogold76,5,2,Layers of the Earth,fahrenheit,BurnettCreek_Fa16
4862,3,ogold76,5,2,Layers of the Earth,hottest,BurnettCreek_Fa16
4863,3,ogold76,5,2,Layers of the Earth,mantle,BurnettCreek_Fa16
4864,3,ogold76,5,2,Layers of the Earth,melted,BurnettCreek_Fa16
4865,3,ogold76,5,2,Layers of the Earth,putty,BurnettCreek_Fa16
4866,3,ogold76,5,2,Layers of the Earth,thickest,BurnettCreek_Fa16
4867,3,ogold76,5,2,Layers of the Earth,thinnest,BurnettCreek_Fa16
4868,3,jjuar92,5,4,Layers of the Earth,is,BurnettCreek_Fa16
4869,3,jjuar92,5,4,Layers of the Earth,liquid,BurnettCreek_Fa16
4870,3,jjuar92,5,4,Layers of the Earth,means,BurnettCreek_Fa16
4871,3,jjuar92,5,4,Layers of the Earth,part,BurnettCreek_Fa16
4872,3,jjuar92,5,4,Layers of the Earth,semimolten,BurnettCreek_Fa16
4873,3,jjuar92,5,4,Layers of the Earth,that,BurnettCreek_Fa16
4874,3,mwend67,5,1,Layers of the Earth,coolest,BurnettCreek_Fa16
4875,3,mwend67,5,1,Layers of the Earth,crust,BurnettCreek_Fa16
4876,3,mwend67,5,1,Layers of the Earth,deepest,BurnettCreek_Fa16
4877,3,mwend67,5,1,Layers of the Earth,fahrenheit,BurnettCreek_Fa16
4878,3,mwend67,5,1,Layers of the Earth,hottest,BurnettCreek_Fa16
4879,3,mwend67,5,1,Layers of the Earth,inner,BurnettCreek_Fa16
4880,3,mwend67,5,1,Layers of the Earth,mantle,BurnettCreek_Fa16
4881,3,mwend67,5,1,Layers of the Earth,outer,BurnettCreek_Fa16
4882,3,mwend67,5,1,Layers of the Earth,semimolten,BurnettCreek_Fa16
4883,3,mwend67,5,1,Layers of the Earth,surface,BurnettCreek_Fa16
4884,3,mwend67,5,1,Layers of the Earth,thinnest,BurnettCreek_Fa16
4885,3,mbles73,5,3,Layers of the Earth,core,BurnettCreek_Fa16
4886,3,mbles73,5,3,Layers of the Earth,fahrenheit,BurnettCreek_Fa16
4887,3,mbles73,5,3,Layers of the Earth,mantle,BurnettCreek_Fa16
4888,3,mbles73,5,3,Layers of the Earth,nickel,BurnettCreek_Fa16
4889,3,kconl69,4,1,Animal Groups,amphibians,BurnettCreek_Fa16
4890,3,kconl69,4,1,Animal Groups,backbones,BurnettCreek_Fa16
4891,3,kconl69,4,1,Animal Groups,birds,BurnettCreek_Fa16
4892,3,kconl69,4,1,Animal Groups,exoskeletons,BurnettCreek_Fa16
4893,3,kconl69,4,1,Animal Groups,fish,BurnettCreek_Fa16
4894,3,kconl69,4,1,Animal Groups,frogs,BurnettCreek_Fa16
4895,3,kconl69,4,1,Animal Groups,hardshelled,BurnettCreek_Fa16
4896,3,kconl69,4,1,Animal Groups,insects,BurnettCreek_Fa16
4897,3,kconl69,4,1,Animal Groups,invertebrates,BurnettCreek_Fa16
4898,3,kconl69,4,1,Animal Groups,jellylike,BurnettCreek_Fa16
4899,3,kconl69,4,1,Animal Groups,lungs,BurnettCreek_Fa16
4900,3,kconl69,4,1,Animal Groups,reptiles,BurnettCreek_Fa16
4901,3,kconl69,4,1,Animal Groups,rubbery,BurnettCreek_Fa16
4902,3,kconl69,4,1,Animal Groups,salamanders,BurnettCreek_Fa16
4903,3,kconl69,4,1,Animal Groups,scales,BurnettCreek_Fa16
4904,3,kconl69,4,1,Animal Groups,toads,BurnettCreek_Fa16
4905,3,kconl69,4,1,Animal Groups,vertebrates,BurnettCreek_Fa16
4906,3,dbegl80,4,1,Animal Groups,amphibians,BurnettCreek_Fa16
4907,3,dbegl80,4,1,Animal Groups,and,BurnettCreek_Fa16
4908,3,dbegl80,4,1,Animal Groups,between,BurnettCreek_Fa16
4909,3,dbegl80,4,1,Animal Groups,biggest,BurnettCreek_Fa16
4910,3,dbegl80,4,1,Animal Groups,called,BurnettCreek_Fa16
4911,3,dbegl80,4,1,Animal Groups,difference,BurnettCreek_Fa16
4912,3,dbegl80,4,1,Animal Groups,do,BurnettCreek_Fa16
4913,3,dbegl80,4,1,Animal Groups,five,BurnettCreek_Fa16
4914,3,dbegl80,4,1,Animal Groups,groups,BurnettCreek_Fa16
4915,3,dbegl80,4,1,Animal Groups,is,BurnettCreek_Fa16
4916,3,dbegl80,4,1,Animal Groups,not,BurnettCreek_Fa16
4917,3,dbegl80,4,1,Animal Groups,that,BurnettCreek_Fa16
4918,3,dbegl80,4,1,Animal Groups,the,BurnettCreek_Fa16
4919,3,dbegl80,4,1,Animal Groups,there,BurnettCreek_Fa16
4920,3,dbegl80,4,1,Animal Groups,they,BurnettCreek_Fa16
4921,3,dbegl80,4,1,Animal Groups,vertebrate,BurnettCreek_Fa16
4922,3,dbegl80,4,1,Animal Groups,vertebrates,BurnettCreek_Fa16
4923,3,dbegl80,4,1,Animal Groups,with,BurnettCreek_Fa16
4924,3,ipare70,4,3,Animal Groups,amphibians,BurnettCreek_Fa16
4925,3,ipare70,4,3,Animal Groups,exoskeletons,BurnettCreek_Fa16
4926,3,ipare70,4,3,Animal Groups,invertebrates,BurnettCreek_Fa16
4927,3,ipare70,4,3,Animal Groups,vertebrates,BurnettCreek_Fa16
4928,3,sdeck88,4,3,Animal Groups,amphibians,BurnettCreek_Fa16
4929,3,sdeck88,4,3,Animal Groups,backbones,BurnettCreek_Fa16
4930,3,sdeck88,4,3,Animal Groups,exoskeletons,BurnettCreek_Fa16
4931,3,sdeck88,4,3,Animal Groups,invertebrates,BurnettCreek_Fa16
4932,3,sdeck88,4,3,Animal Groups,reptiles,BurnettCreek_Fa16
4933,3,sdeck88,4,3,Animal Groups,scales,BurnettCreek_Fa16
4934,3,sdeck88,4,3,Animal Groups,vertebrates,BurnettCreek_Fa16
4935,3,cberr52,4,1,Animal Groups,babies,BurnettCreek_Fa16
4936,3,cberr52,4,1,Animal Groups,birds,BurnettCreek_Fa16
4937,3,cberr52,4,1,Animal Groups,bodies,BurnettCreek_Fa16
4938,3,cberr52,4,1,Animal Groups,exoskeletons,BurnettCreek_Fa16
4939,3,cberr52,4,1,Animal Groups,fish,BurnettCreek_Fa16
4940,3,cberr52,4,1,Animal Groups,gills,BurnettCreek_Fa16
4941,3,cberr52,4,1,Animal Groups,hardshelled,BurnettCreek_Fa16
4942,3,cberr52,4,1,Animal Groups,humans,BurnettCreek_Fa16
4943,3,cberr52,4,1,Animal Groups,invertebrates,BurnettCreek_Fa16
4944,3,cberr52,4,1,Animal Groups,jellylike,BurnettCreek_Fa16
4945,3,cberr52,4,1,Animal Groups,mammals,BurnettCreek_Fa16
4946,3,cberr52,4,1,Animal Groups,milk,BurnettCreek_Fa16
4947,3,cberr52,4,1,Animal Groups,moist,BurnettCreek_Fa16
4948,3,cberr52,4,1,Animal Groups,mothers,BurnettCreek_Fa16
4949,3,cberr52,4,1,Animal Groups,outside,BurnettCreek_Fa16
4950,3,cberr52,4,1,Animal Groups,reptiles,BurnettCreek_Fa16
4951,3,cberr52,4,1,Animal Groups,rubbery,BurnettCreek_Fa16
4952,3,cberr52,4,1,Animal Groups,scales,BurnettCreek_Fa16
4953,3,cberr52,4,1,Animal Groups,skeletons,BurnettCreek_Fa16
4954,3,cberr52,4,1,Animal Groups,skin,BurnettCreek_Fa16
4955,3,cberr52,4,1,Animal Groups,vertebrates,BurnettCreek_Fa16
4956,3,cberr52,4,1,Animal Groups,with,BurnettCreek_Fa16
4957,3,cberr52,4,1,Animal Groups,without,BurnettCreek_Fa16
4958,3,whude63,4,1,Animal Groups,amphibians,BurnettCreek_Fa16
4959,3,whude63,4,1,Animal Groups,eggs,BurnettCreek_Fa16
4960,3,whude63,4,1,Animal Groups,gills,BurnettCreek_Fa16
4961,3,whude63,4,1,Animal Groups,hardshelled,BurnettCreek_Fa16
4962,3,whude63,4,1,Animal Groups,invertebrates,BurnettCreek_Fa16
4963,3,whude63,4,1,Animal Groups,jellylike,BurnettCreek_Fa16
4964,3,whude63,4,1,Animal Groups,lungs,BurnettCreek_Fa16
4965,3,whude63,4,1,Animal Groups,mammals,BurnettCreek_Fa16
4966,3,whude63,4,1,Animal Groups,plates,BurnettCreek_Fa16
4967,3,whude63,4,1,Animal Groups,rubbery,BurnettCreek_Fa16
4968,3,whude63,4,1,Animal Groups,scales,BurnettCreek_Fa16
4969,3,whude63,4,1,Animal Groups,vertebrates,BurnettCreek_Fa16
4970,3,iknap94,4,4,Animal Groups,amphibians,BurnettCreek_Fa16
4971,3,iknap94,4,4,Animal Groups,birds,BurnettCreek_Fa16
4972,3,iknap94,4,4,Animal Groups,exoskeletons,BurnettCreek_Fa16
4973,3,iknap94,4,4,Animal Groups,fish,BurnettCreek_Fa16
4974,3,iknap94,4,4,Animal Groups,hardshelled,BurnettCreek_Fa16
4975,3,iknap94,4,4,Animal Groups,invertebrates,BurnettCreek_Fa16
4976,3,iknap94,4,4,Animal Groups,jellylike,BurnettCreek_Fa16
4977,3,iknap94,4,4,Animal Groups,mammals,BurnettCreek_Fa16
4978,3,iknap94,4,4,Animal Groups,reptiles,BurnettCreek_Fa16
4979,3,iknap94,4,4,Animal Groups,rubbery,BurnettCreek_Fa16
4980,3,iknap94,4,4,Animal Groups,scales,BurnettCreek_Fa16
4981,3,iknap94,4,4,Animal Groups,vertebrates,BurnettCreek_Fa16
4982,3,rmeun81,4,2,Animal Groups,backbones,BurnettCreek_Fa16
4983,3,rmeun81,4,2,Animal Groups,exoskeletons,BurnettCreek_Fa16
4984,3,rmeun81,4,2,Animal Groups,hardshelled,BurnettCreek_Fa16
4985,3,rmeun81,4,2,Animal Groups,invertebrates,BurnettCreek_Fa16
4986,3,rmeun81,4,2,Animal Groups,jellylike,BurnettCreek_Fa16
4987,3,rmeun81,4,2,Animal Groups,mammals,BurnettCreek_Fa16
4988,3,rmeun81,4,2,Animal Groups,moist,BurnettCreek_Fa16
4989,3,rmeun81,4,2,Animal Groups,reptiles,BurnettCreek_Fa16
4990,3,rmeun81,4,2,Animal Groups,rubbery,BurnettCreek_Fa16
4991,3,rmeun81,4,2,Animal Groups,scales,BurnettCreek_Fa16
4992,3,rmeun81,4,2,Animal Groups,skin,BurnettCreek_Fa16
4993,3,rmeun81,4,2,Animal Groups,smooth,BurnettCreek_Fa16
4994,3,rmeun81,4,2,Animal Groups,vertebrates,BurnettCreek_Fa16
4995,3,ekels96,4,4,Animal Groups,called,BurnettCreek_Fa16
4996,3,ekels96,4,4,Animal Groups,exoskeletons,BurnettCreek_Fa16
4997,3,ekels96,4,4,Animal Groups,fed,BurnettCreek_Fa16
4998,3,ekels96,4,4,Animal Groups,hardshelled,BurnettCreek_Fa16
4999,3,ekels96,4,4,Animal Groups,jellylike,BurnettCreek_Fa16
5000,3,ekels96,4,4,Animal Groups,live,BurnettCreek_Fa16
5001,3,ekels96,4,4,Animal Groups,milk,BurnettCreek_Fa16
5002,3,ekels96,4,4,Animal Groups,rubbery,BurnettCreek_Fa16
5003,3,ekels96,4,4,Animal Groups,some,BurnettCreek_Fa16
5004,3,ekels96,4,4,Animal Groups,vertebrates,BurnettCreek_Fa16
5005,3,ekels96,4,4,Animal Groups,without,BurnettCreek_Fa16
5006,3,aklin87,4,4,Animal Groups,alligators,BurnettCreek_Fa16
